GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,TRUSTA,RES_ONLYA,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,SUBMCDA,SDELMA,SDSECA,SDUNIA,PUMA5A,NAME,RP7E001
"G06003702242004","2005-2009",,,"California","06","Los Angeles County","037",,,"224200","4",,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 2242, Los Angeles County, California",593
"G06003702243101","2005-2009",,,"California","06","Los Angeles County","037",,,"224310","1",,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 2243.10, Los Angeles County, California",551
"G06003702243102","2005-2009",,,"California","06","Los Angeles County","037",,,"224310","2",,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 2243.10, Los Angeles County, California",109
"G06003702243201","2005-2009",,,"California","06","Los Angeles County","037",,,"224320","1",,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 2243.20, Los Angeles County, California",786
"G06003702243202","2005-2009",,,"California","06","Los Angeles County","037",,,"224320","2",,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 2243.20, Los Angeles County, California",306
"G06003702244101","2005-2009",,,"California","06","Los Angeles County","037",,,"224410","1",,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 2244.10, Los Angeles County, California",547
"G06003702244102","2005-2009",,,"California","06","Los Angeles County","037",,,"224410","2",,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 2244.10, Los Angeles County, California",458
"G06003702244201","2005-2009",,,"California","06","Los Angeles County","037",,,"224420","1",,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 2244.20, Los Angeles County, California",517
"G06003702244202","2005-2009",,,"California","06","Los Angeles County","037",,,"224420","2",,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 2244.20, Los Angeles County, California",163
"G06003702246001","2005-2009",,,"California","06","Los Angeles County","037",,,"224600","1",,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 2246, Los Angeles County, California",642
"G06003702246002","2005-2009",,,"California","06","Los Angeles County","037",,,"224600","2",,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 2246, Los Angeles County, California",123
"G06003702246003","2005-2009",,,"California","06","Los Angeles County","037",,,"224600","3",,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 2246, Los Angeles County, California",210
"G06003702247001","2005-2009",,,"California","06","Los Angeles County","037",,,"224700","1",,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 2247, Los Angeles County, California",436
"G06003702247002","2005-2009",,,"California","06","Los Angeles County","037",,,"224700","2",,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 2247, Los Angeles County, California",312
"G06003702260001","2005-2009",,,"California","06","Los Angeles County","037",,,"226000","1",,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 2260, Los Angeles County, California",347
"G06003702260002","2005-2009",,,"California","06","Los Angeles County","037",,,"226000","2",,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 2260, Los Angeles County, California",371
"G06003702260003","2005-2009",,,"California","06","Los Angeles County","037",,,"226000","3",,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 2260, Los Angeles County, California",9
"G06003702260004","2005-2009",,,"California","06","Los Angeles County","037",,,"226000","4",,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 2260, Los Angeles County, California",137
"G06003702260005","2005-2009",,,"California","06","Los Angeles County","037",,,"226000","5",,,,,,,,,,,,,,,,,,,,,,"Block Group 5, Census Tract 2260, Los Angeles County, California",0
"G06003702260006","2005-2009",,,"California","06","Los Angeles County","037",,,"226000","6",,,,,,,,,,,,,,,,,,,,,,"Block Group 6, Census Tract 2260, Los Angeles County, California",113
"G06003702260007","2005-2009",,,"California","06","Los Angeles County","037",,,"226000","7",,,,,,,,,,,,,,,,,,,,,,"Block Group 7, Census Tract 2260, Los Angeles County, California",528
"G06003702260008","2005-2009",,,"California","06","Los Angeles County","037",,,"226000","8",,,,,,,,,,,,,,,,,,,,,,"Block Group 8, Census Tract 2260, Los Angeles County, California",33
"G06003702264101","2005-2009",,,"California","06","Los Angeles County","037",,,"226410","1",,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 2264.10, Los Angeles County, California",406
"G06003702264102","2005-2009",,,"California","06","Los Angeles County","037",,,"226410","2",,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 2264.10, Los Angeles County, California",488
"G06003702264201","2005-2009",,,"California","06","Los Angeles County","037",,,"226420","1",,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 2264.20, Los Angeles County, California",370
"G06003702264202","2005-2009",,,"California","06","Los Angeles County","037",,,"226420","2",,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 2264.20, Los Angeles County, California",434
"G06003702264203","2005-2009",,,"California","06","Los Angeles County","037",,,"226420","3",,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 2264.20, Los Angeles County, California",421
"G06003702267001","2005-2009",,,"California","06","Los Angeles County","037",,,"226700","1",,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 2267, Los Angeles County, California",388
"G06003702267002","2005-2009",,,"California","06","Los Angeles County","037",,,"226700","2",,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 2267, Los Angeles County, California",290
"G06003702267003","2005-2009",,,"California","06","Los Angeles County","037",,,"226700","3",,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 2267, Los Angeles County, California",493
"G06003702267004","2005-2009",,,"California","06","Los Angeles County","037",,,"226700","4",,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 2267, Los Angeles County, California",242
"G06003702270101","2005-2009",,,"California","06","Los Angeles County","037",,,"227010","1",,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 2270.10, Los Angeles County, California",629
"G06003702270102","2005-2009",,,"California","06","Los Angeles County","037",,,"227010","2",,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 2270.10, Los Angeles County, California",204
"G06003702270103","2005-2009",,,"California","06","Los Angeles County","037",,,"227010","3",,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 2270.10, Los Angeles County, California",115
"G06003702270201","2005-2009",,,"California","06","Los Angeles County","037",,,"227020","1",,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 2270.20, Los Angeles County, California",385
"G06003702270202","2005-2009",,,"California","06","Los Angeles County","037",,,"227020","2",,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 2270.20, Los Angeles County, California",169
"G06003702270203","2005-2009",,,"California","06","Los Angeles County","037",,,"227020","3",,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 2270.20, Los Angeles County, California",168
"G06003702281001","2005-2009",,,"California","06","Los Angeles County","037",,,"228100","1",,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 2281, Los Angeles County, California",166
"G06003702281002","2005-2009",,,"California","06","Los Angeles County","037",,,"228100","2",,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 2281, Los Angeles County, California",345
"G06003702281003","2005-2009",,,"California","06","Los Angeles County","037",,,"228100","3",,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 2281, Los Angeles County, California",471
"G06003702281004","2005-2009",,,"California","06","Los Angeles County","037",,,"228100","4",,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 2281, Los Angeles County, California",193
"G06003702282101","2005-2009",,,"California","06","Los Angeles County","037",,,"228210","1",,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 2282.10, Los Angeles County, California",330
"G06003702282102","2005-2009",,,"California","06","Los Angeles County","037",,,"228210","2",,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 2282.10, Los Angeles County, California",537
"G06003702282201","2005-2009",,,"California","06","Los Angeles County","037",,,"228220","1",,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 2282.20, Los Angeles County, California",240
"G06003702282202","2005-2009",,,"California","06","Los Angeles County","037",,,"228220","2",,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 2282.20, Los Angeles County, California",316
"G06003702282203","2005-2009",,,"California","06","Los Angeles County","037",,,"228220","3",,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 2282.20, Los Angeles County, California",395
"G06003702283101","2005-2009",,,"California","06","Los Angeles County","037",,,"228310","1",,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 2283.10, Los Angeles County, California",149
"G06003702283102","2005-2009",,,"California","06","Los Angeles County","037",,,"228310","2",,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 2283.10, Los Angeles County, California",165
"G06003702283103","2005-2009",,,"California","06","Los Angeles County","037",,,"228310","3",,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 2283.10, Los Angeles County, California",412
"G06003702283104","2005-2009",,,"California","06","Los Angeles County","037",,,"228310","4",,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 2283.10, Los Angeles County, California",76
"G06003702283105","2005-2009",,,"California","06","Los Angeles County","037",,,"228310","5",,,,,,,,,,,,,,,,,,,,,,"Block Group 5, Census Tract 2283.10, Los Angeles County, California",238
"G06003702283201","2005-2009",,,"California","06","Los Angeles County","037",,,"228320","1",,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 2283.20, Los Angeles County, California",225
"G06003702283202","2005-2009",,,"California","06","Los Angeles County","037",,,"228320","2",,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 2283.20, Los Angeles County, California",376
"G06003702283203","2005-2009",,,"California","06","Los Angeles County","037",,,"228320","3",,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 2283.20, Los Angeles County, California",218
"G06003702284101","2005-2009",,,"California","06","Los Angeles County","037",,,"228410","1",,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 2284.10, Los Angeles County, California",253
"G06003702284102","2005-2009",,,"California","06","Los Angeles County","037",,,"228410","2",,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 2284.10, Los Angeles County, California",438
"G06003702284103","2005-2009",,,"California","06","Los Angeles County","037",,,"228410","3",,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 2284.10, Los Angeles County, California",420
"G06003702284201","2005-2009",,,"California","06","Los Angeles County","037",,,"228420","1",,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 2284.20, Los Angeles County, California",251
"G06003702284202","2005-2009",,,"California","06","Los Angeles County","037",,,"228420","2",,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 2284.20, Los Angeles County, California",507
"G06003702285001","2005-2009",,,"California","06","Los Angeles County","037",,,"228500","1",,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 2285, Los Angeles County, California",353
"G06003702285002","2005-2009",,,"California","06","Los Angeles County","037",,,"228500","2",,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 2285, Los Angeles County, California",496
"G06003702285003","2005-2009",,,"California","06","Los Angeles County","037",,,"228500","3",,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 2285, Los Angeles County, California",247
"G06003702286001","2005-2009",,,"California","06","Los Angeles County","037",,,"228600","1",,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 2286, Los Angeles County, California",721
"G06003702286002","2005-2009",,,"California","06","Los Angeles County","037",,,"228600","2",,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 2286, Los Angeles County, California",441
"G06003702287101","2005-2009",,,"California","06","Los Angeles County","037",,,"228710","1",,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 2287.10, Los Angeles County, California",594
"G06003702287102","2005-2009",,,"California","06","Los Angeles County","037",,,"228710","2",,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 2287.10, Los Angeles County, California",436
"G06003702287201","2005-2009",,,"California","06","Los Angeles County","037",,,"228720","1",,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 2287.20, Los Angeles County, California",326
"G06003702287202","2005-2009",,,"California","06","Los Angeles County","037",,,"228720","2",,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 2287.20, Los Angeles County, California",339
"G06003702287203","2005-2009",,,"California","06","Los Angeles County","037",,,"228720","3",,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 2287.20, Los Angeles County, California",382
"G06003702288001","2005-2009",,,"California","06","Los Angeles County","037",,,"228800","1",,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 2288, Los Angeles County, California",158
"G06003702288002","2005-2009",,,"California","06","Los Angeles County","037",,,"228800","2",,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 2288, Los Angeles County, California",273
"G06003702288003","2005-2009",,,"California","06","Los Angeles County","037",,,"228800","3",,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 2288, Los Angeles County, California",376
"G06003702288004","2005-2009",,,"California","06","Los Angeles County","037",,,"228800","4",,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 2288, Los Angeles County, California",419
"G06003702289001","2005-2009",,,"California","06","Los Angeles County","037",,,"228900","1",,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 2289, Los Angeles County, California",395
"G06003702289002","2005-2009",,,"California","06","Los Angeles County","037",,,"228900","2",,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 2289, Los Angeles County, California",117
"G06003702289003","2005-2009",,,"California","06","Los Angeles County","037",,,"228900","3",,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 2289, Los Angeles County, California",307
"G06003702291001","2005-2009",,,"California","06","Los Angeles County","037",,,"229100","1",,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 2291, Los Angeles County, California",500
"G06003702291002","2005-2009",,,"California","06","Los Angeles County","037",,,"229100","2",,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 2291, Los Angeles County, California",477
"G06003702292001","2005-2009",,,"California","06","Los Angeles County","037",,,"229200","1",,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 2292, Los Angeles County, California",517
"G06003702292002","2005-2009",,,"California","06","Los Angeles County","037",,,"229200","2",,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 2292, Los Angeles County, California",683
"G06003702293001","2005-2009",,,"California","06","Los Angeles County","037",,,"229300","1",,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 2293, Los Angeles County, California",661
"G06003702293002","2005-2009",,,"California","06","Los Angeles County","037",,,"229300","2",,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 2293, Los Angeles County, California",343
"G06003702293003","2005-2009",,,"California","06","Los Angeles County","037",,,"229300","3",,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 2293, Los Angeles County, California",344
"G06003702294101","2005-2009",,,"California","06","Los Angeles County","037",,,"229410","1",,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 2294.10, Los Angeles County, California",397
"G06003702294102","2005-2009",,,"California","06","Los Angeles County","037",,,"229410","2",,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 2294.10, Los Angeles County, California",525
"G06003702294201","2005-2009",,,"California","06","Los Angeles County","037",,,"229420","1",,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 2294.20, Los Angeles County, California",445
"G06003702294202","2005-2009",,,"California","06","Los Angeles County","037",,,"229420","2",,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 2294.20, Los Angeles County, California",569
"G06003702311001","2005-2009",,,"California","06","Los Angeles County","037",,,"231100","1",,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 2311, Los Angeles County, California",99
"G06003702311002","2005-2009",,,"California","06","Los Angeles County","037",,,"231100","2",,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 2311, Los Angeles County, California",408
"G06003702312101","2005-2009",,,"California","06","Los Angeles County","037",,,"231210","1",,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 2312.10, Los Angeles County, California",455
"G06003702312102","2005-2009",,,"California","06","Los Angeles County","037",,,"231210","2",,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 2312.10, Los Angeles County, California",678
